Recensement agricole 2020; ; 
Référentiel géographique : France  par Commune 2020; ; 
Code;Libellé;SAU moyenne en 2020;SAU moyenne en 2020 - estimation (*=oui)
24010;Annesse-et-Beaulieu;28.6;*
24011;Antonne-et-Trigonant;18.9;
24012;Archignac;36.6;
24014;Aubas;39.4;
24015;Audrix;24.4;
24016;Augignac;43.9;
24018;Auriac-du-Périgord;33.2;
24019;Azerat;58.4;
24020;La Bachellerie;20.9;
24021;Badefols-d'Ans;39.2;
24022;Badefols-sur-Dordogne;95;
24023;Baneuil;62.2;
24024;Bardou;10.1;
24025;Bars;27.4;
24026;Bassillac et Auberoche;44.5;
24027;Bayac;59.8;*
24028;Beaumontois en Périgord;58.1;
24029;Beaupouyet;52.3;
24030;Beauregard-de-Terrasson;22.7;
24031;Beauregard-et-Bassac;33.2;
24032;Beauronne;49.8;
24034;Beleymas;37.8;
24035;Pays de Belvès;45.7;
24036;Berbiguières;57.7;
24037;Bergerac;27.1;
24038;Bertric-Burée;67.6;
24039;Besse;20.1;
24040;Beynac-et-Cazenac;36.4;
24042;Biras;64.4;
24043;Biron;24;
24045;Boisse;74;
24046;Boisseuilh;72.4;
24048;Bonneville-et-Saint-Avit-de-Fumadières;36.1;
24050;Borrèze;26.8;
24051;Bosset;18.4;
24052;Bouillac;50.3;
24053;Boulazac Isle Manoire;36.3;
24054;Bouniagues;58.7;
24055;Bourdeilles;71.2;
24056;Le Bourdeix;37.7;
24057;Bourg-des-Maisons;31.4;
24058;Bourg-du-Bost;66.6;
24059;Bourgnac;33;*
24060;Bourniquel;29.3;
24061;Bourrou;26.8;
24062;Bouteilles-Saint-Sébastien;98.3;
24063;Bouzic;19;
24064;Brantôme en Périgord;72.5;
24066;Brouchaud;8.2;
24067;Le Bugue;50.8;
24068;Le Buisson-de-Cadouin;21.9;
24069;Bussac;32.3;
24070;Busserolles;38.4;
24071;Bussière-Badil;55.4;
24073;Calès;42.6;
24074;Calviac-en-Périgord;20.6;
24075;Campagnac-lès-Quercy;31.4;
24076;Campagne;30.4;
24077;Campsegret;38.5;
24080;Capdrot;40.6;
24081;Carlux;24.3;
24082;Carsac-Aillac;11;
24083;Carsac-de-Gurson;19.3;
24084;Carves;37.7;
24085;La Cassagne;33.2;
24086;Castelnaud-la-Chapelle;29.2;
24087;Castels et Bézenac;17.9;
24088;Cause-de-Clérans;30.2;
24089;Cazoulès;29.1;
24090;Celles;95;
24091;Cénac-et-Saint-Julien;22.3;
24094;Chalagnac;21.6;
24095;Chalais;59.7;
24096;Champagnac-de-Belair;107.4;
24097;Champagne-et-Fontaine;101.4;
24098;Champcevinel;25.2;
24100;Champniers-et-Reilhac;29.5;
24101;Champs-Romain;113.3;
24102;Chancelade;9;
24104;Chantérac;14.1;
24105;Chapdeuil;78.4;
24106;La Chapelle-Aubareil;36.7;
24107;La Chapelle-Faucher;93.2;
24108;La Chapelle-Gonaguet;51.8;
24109;La Chapelle-Grésignac;53.3;
24110;La Chapelle-Montabourlet;109;
24111;La Chapelle-Montmoreau;76.6;
24113;La Chapelle-Saint-Jean;25.1;
24114;Chassaignes;56;
24115;Château-l'Évêque;33.5;
24116;Châtres;39.1;
24117;Les Coteaux Périgourdins;44.3;
24119;Cherval;85.8;
24120;Cherveix-Cubas;64.7;
24121;Chourgnac;35.6;
24122;Cladech;49;
24123;Clermont-de-Beauregard;54.4;*
24124;Clermont-d'Excideuil;44.4;
24126;Colombier;56.7;
24128;Comberanche-et-Épeluche;54.8;
24129;Condat-sur-Trincou;29.9;
24130;Condat-sur-Vézère;16.1;*
24131;Connezac;26;
24132;Conne-de-Labarde;43.8;
24133;La Coquille;24.1;
24134;Corgnac-sur-l'Isle;39;
24135;Cornille;32.4;
24136;Coubjours;69.9;
24137;Coulaures;53;
24138;Coulounieix-Chamiers;53.4;*
24139;Coursac;51.8;
24140;Cours-de-Pile;51.1;
24141;Coutures;64.1;
24142;Coux et Bigaroque-Mouzens;43.6;
24143;Couze-et-Saint-Front;26.3;
24144;Creyssac;258.6;
24145;Creysse;32.5;
24146;Creyssensac-et-Pissot;25.9;
24147;Cubjac-Auvézère-Val d'Ans;49.7;
24148;Cunèges;37.8;
24150;Daglan;25.7;
24151;Doissat;30.7;
24152;Domme;34.4;*
24153;La Dornac;23.5;
24154;Douchapt;60.6;
24155;Douville;49.4;
24156;La Douze;8.1;
24157;Douzillac;32.8;
24158;Dussac;55.1;
24159;Échourgnac;20.1;
24160;Église-Neuve-de-Vergt;34.7;
24161;Église-Neuve-d'Issac;45;
24162;Escoire;66.9;
24163;Étouars;30.5;
24164;Excideuil;40.2;
24165;Eygurande-et-Gardedeuil;44.4;
24167;Eymet;65.8;
24168;Plaisance;64;
24171;Eyzerac;44.5;
24172;Les Eyzies;40.1;
24174;Fanlac;59.7;
24175;Les Farges;16.9;
24176;Faurilles;106.3;
24177;Faux;107.5;
24179;La Feuillade;42.7;
24180;Firbeix;136.3;
24182;Le Fleix;33.7;
24183;Fleurac;65.9;
24184;Florimont-Gaumier;16.2;
24186;Fonroque;55.3;
24188;Fossemagne;40.8;
24189;Fougueyrolles;22.8;
24190;Fouleix;61.6;
24191;Fraisse;30.3;
24192;Gabillou;35.1;
24193;Gageac-et-Rouillac;34.5;
24194;Gardonne;70.1;
24195;Gaugeac;38.8;
24196;Génis;45.2;
24197;Ginestet;33.9;
24199;Gout-Rossignol;79.1;
24200;Grand-Brassac;69.9;
24202;Granges-d'Ans;35.9;
24205;Grignols;39.6;
24206;Grives;33;
24207;Groléjac;80.9;
24208;Grun-Bordas;70.8;
24209;Hautefaye;32.7;
24210;Hautefort;60.6;
24211;Issac;44.6;
24212;Issigeac;55.1;
24213;Jaure;N/A - division par 0;
24214;Javerlhac-et-la-Chapelle-Saint-Robert;101.1;
24215;Jayac;33.1;
24216;La Jemaye-Ponteyraud;95.2;
24217;Journiac;52.5;
24218;Jumilhac-le-Grand;60.8;
24220;Lacropte;29.9;
24221;Rudeau-Ladosse;134.8;
24222;La Force;26.5;*
24223;Lalinde;21.1;
24224;Lamonzie-Montastruc;15.7;
24225;Lamonzie-Saint-Martin;37.8;
24226;Lamothe-Montravel;14.1;
24227;Lanouaille;39.9;
24228;Lanquais;51;
24229;Le Lardin-Saint-Lazare;75.1;
24230;Larzac;23.5;
24231;Lavalade;22.4;
24232;Lavaur;31.6;
24234;Les Lèches;41.7;
24236;Léguillac-de-l'Auche;64;
24237;Lembras;18.4;
24238;Lempzours;52.2;
24240;Limeuil;28.7;
24241;Limeyrat;45.5;
24242;Liorac-sur-Louyre;44.4;
24243;Lisle;84.8;
24244;Lolme;100.4;
24245;Loubejac;22.7;
24246;Lunas;37.4;
24247;Lusignac;63.8;
24248;Lussas-et-Nontronneau;75.4;
24251;Manzac-sur-Vern;53.2;
24252;Marcillac-Saint-Quentin;44.5;
24253;Mareuil en Périgord;88.9;
24254;Marnac;80.1;
24255;Marquay;61.3;
24256;Marsac-sur-l'Isle;20.9;
24257;Marsalès;40.1;
24259;Eyraud-Crempse-Maurens;21.8;
24260;Mauzac-et-Grand-Castang;48.8;
24261;Mauzens-et-Miremont;33.1;
24262;Mayac;2.9;
24263;Mazeyrolles;43;
24264;Ménesplet;46.8;
24266;Mensignac;52.4;
24267;Mescoules;73.3;
24268;Meyrals;10.8;
24269;Mialet;56;
24271;Milhac-de-Nontron;45.1;
24272;Minzac;37.7;
24273;Molières;32.2;
24274;Monbazillac;31.6;
24276;Monestier;38.7;*
24277;Monfaucon;34.8;
24278;Monmadalès;54.6;
24279;Monmarvès;64.7;
24280;Monpazier;N/A - division par 0;
24281;Monsac;47.7;
24282;Monsaguel;67.2;
24284;Montagnac-d'Auberoche;55.5;
24285;Montagnac-la-Crempse;60.8;
24286;Montagrier;69.7;
24287;Montaut;120.5;
24288;Montazeau;24.3;
24289;Montcaret;30.9;
24290;Montferrand-du-Périgord;18.8;
24291;Montignac;40.5;
24292;Montpeyroux;42.8;
24293;Monplaisant;39.9;
24294;Montpon-Ménestérol;57.9;
24295;Montrem;42.6;
24296;Mouleydier;50.7;
24297;Moulin-Neuf;11;
24299;Mussidan;3.5;
24300;Nabirat;33.8;
24301;Nadaillac;55.2;
24302;Nailhac;56.1;
24303;Nanteuil-Auriac-de-Bourzac;96.2;
24304;Nantheuil;46.3;
24305;Nanthiat;76.3;
24306;Nastringues;31.6;
24307;Naussannes;89.4;
24308;Négrondes;149.2;
24309;Neuvic;24.4;
24311;Nontron;69.3;
24312;Sanilhac;39.1;
24313;Orliac;29.6;
24314;Orliaguet;N/A - division par 0;
24316;Parcoul-Chenaud;101.1;
24317;Paulin;31.3;
24318;Paunat;86.5;
24319;Paussac-et-Saint-Vivien;64.7;
24320;Payzac;52.6;
24321;Pazayac;33.4;
24322;Périgueux;60.3;
24323;Petit-Bersac;44.4;
24324;Peyrignac;52.8;
24325;Peyrillac-et-Millac;20.9;
24326;Peyzac-le-Moustier;4;
24327;Pezuls;70.9;
24328;Piégut-Pluviers;16.3;
24329;Le Pizou;34.8;
24330;Plazac;50.9;
24331;Pomport;38.1;
24334;Pontours;58.2;
24335;Port-Sainte-Foy-et-Ponchapt;27.4;
24336;Prats-de-Carlux;19.8;
24337;Prats-du-Périgord;7.1;
24338;Pressignac-Vicq;64.5;
24339;Preyssac-d'Excideuil;61.3;
24340;Prigonrieux;42.8;
24341;Proissans;24.7;
24345;Queyssac;27.9;
24346;Quinsac;39.9;
24347;Rampieux;83.9;
24348;Razac-d'Eymet;58.8;
24349;Razac-de-Saussignac;31.4;
24350;Razac-sur-l'Isle;63.9;
24351;Ribagnac;136.2;
24352;Ribérac;80.6;
24353;La Rochebeaucourt-et-Argentine;53.2;
24354;La Roche-Chalais;41.4;
24355;La Roque-Gageac;17.4;
24356;Rouffignac-Saint-Cernin-de-Reilhac;45.6;
24357;Rouffignac-de-Sigoulès;23.1;
24359;Sadillac;29.2;
24360;Sagelat;38.3;
24361;Saint-Agne;31.8;
24362;Val de Louyre et Caudeau;32.9;
24364;Coly-Saint-Amand;25.2;
24365;Saint-Amand-de-Vergt;36.5;
24366;Saint-André-d'Allas;13.8;
24367;Saint-André-de-Double;48.5;
24370;Saint-Antoine-de-Breuilh;19.2;
24371;Saint-Aquilin;67.3;
24372;Saint-Astier;38.2;
24373;Saint-Aubin-de-Cadelech;59.2;
24374;Saint-Aubin-de-Lanquais;42;
24375;Saint-Aubin-de-Nabirat;16.9;
24376;Saint Aulaye-Puymangou;52.2;
24377;Saint-Avit-de-Vialard;22.6;
24378;Saint-Avit-Rivière;59.7;
24379;Saint-Avit-Sénieur;36.7;
24380;Saint-Barthélemy-de-Bellegarde;41.6;
24381;Saint-Barthélemy-de-Bussière;45.2;
24382;Saint-Capraise-de-Lalinde;18.8;
24383;Saint-Capraise-d'Eymet;51;
24384;Saint-Cassien;14.9;
24385;Saint-Cernin-de-Labarde;144.2;
24386;Saint-Cernin-de-l'Herm;21.6;
24388;Saint-Chamassy;19;
24390;Saint-Crépin-d'Auberoche;40.8;
24392;Saint-Crépin-et-Carlucet;26.2;
24393;Sainte-Croix;62.2;
24394;Sainte-Croix-de-Mareuil;24.9;
24395;Saint-Cybranet;14.6;
24396;Saint-Cyprien;36.3;
24397;Saint-Cyr-les-Champagnes;54.7;
24398;Saint-Estèphe;89.3;
24399;Saint-Étienne-de-Puycorbier;87.6;
24401;Sainte-Eulalie-d'Ans;33.9;
24403;Saint-Félix-de-Bourdeilles;43.9;
24404;Saint-Félix-de-Reillac-et-Mortemart;49.9;
24405;Saint-Félix-de-Villadeix;47.1;
24406;Sainte-Foy-de-Belvès;25.1;
24407;Sainte-Foy-de-Longas;60.9;
24408;Saint-Front-d'Alemps;60.3;
24409;Saint-Front-de-Pradoux;0.4;
24410;Saint-Front-la-Rivière;64.7;
24411;Saint-Front-sur-Nizonne;38.6;
24412;Saint-Geniès;29.3;
24413;Saint-Georges-Blancaneix;27.3;
24414;Saint-Georges-de-Montclard;13.8;
24415;Saint-Géraud-de-Corps;31;
24416;Saint-Germain-de-Belvès;24;
24417;Saint-Germain-des-Prés;53.3;
24418;Saint-Germain-du-Salembre;23.2;
24419;Saint-Germain-et-Mons;47.3;
24420;Saint-Géry;31;
24421;Saint-Geyrac;33.1;
24422;Saint-Hilaire-d'Estissac;13.5;
24423;Saint-Julien-Innocence-Eulalie;57.8;
24424;Saint-Jean-d'Ataux;20.5;
24425;Saint-Jean-de-Côle;N/A - division par 0;
24426;Saint-Jean-d'Estissac;15.1;
24428;Saint-Jory-de-Chalais;62.3;
24429;Saint-Jory-las-Bloux;35.7;
24432;Saint-Julien-de-Lampon;13.3;
24434;Saint-Just;98.5;
24436;Saint-Laurent-des-Hommes;26.4;
24437;Saint-Laurent-des-Vignes;28.8;
24438;Saint-Laurent-la-Vallée;24.8;
24441;Saint-Léon-d'Issigeac;61.9;
24442;Saint-Léon-sur-l'Isle;40.3;
24443;Saint-Léon-sur-Vézère;36;
24444;Saint-Louis-en-l'Isle;82.2;
24445;Saint-Marcel-du-Périgord;19;
24446;Saint-Marcory;24.8;
24448;Saint-Martial-d'Albarède;77.5;
24449;Saint-Martial-d'Artenset;75.8;
24450;Saint-Martial-de-Nabirat;57.8;
24451;Saint-Martial-de-Valette;126.8;
24452;Saint-Martial-Viveyrol;70.1;
24453;Saint-Martin-de-Fressengeas;46.1;
24454;Saint-Martin-de-Gurson;64.8;
24455;Saint-Martin-de-Ribérac;64.8;
24456;Saint-Martin-des-Combes;69.1;
24457;Saint-Martin-l'Astier;89;
24458;Saint-Martin-le-Pin;99.7;
24459;Saint-Maime-de-Péreyrol;46.7;
24460;Saint-Méard-de-Drône;82.5;
24461;Saint-Méard-de-Gurçon;43;
24462;Saint-Médard-de-Mussidan;66.2;
24463;Saint-Médard-d'Excideuil;50.3;
24464;Saint-Mesmin;52.4;
24465;Saint-Michel-de-Double;27.3;
24466;Saint-Michel-de-Montaigne;27;
24468;Saint-Michel-de-Villadeix;47.4;
24470;Sainte-Mondane;23.8;
24471;Sainte-Nathalène;34.8;
24472;Saint-Nexans;47.2;
24473;Sainte-Orse;43.5;
24474;Saint-Pancrace;172.7;
24476;Saint-Pantaly-d'Excideuil;41.7;
24477;Saint-Pardoux-de-Drône;8;
24478;Saint-Pardoux-et-Vielvic;24.9;
24479;Saint-Pardoux-la-Rivière;40;
24480;Saint-Paul-de-Serre;67.4;*
24481;Saint-Paul-la-Roche;66.9;
24482;Saint-Paul-Lizonne;47.9;
24483;Saint-Perdoux;65.2;
24484;Saint-Pierre-de-Chignac;59.4;
24485;Saint-Pierre-de-Côle;20.6;
24486;Saint-Pierre-de-Frugie;31.8;
24487;Saint-Pierre-d'Eyraud;38.7;
24488;Saint-Pompont;32.9;
24489;Saint-Priest-les-Fougères;76.8;
24490;Saint Privat en Périgord;79.5;
24491;Saint-Rabier;51.8;
24492;Sainte-Radegonde;28.6;
24493;Saint-Raphaël;3.1;
24494;Saint-Rémy;31;
24495;Saint-Romain-de-Monpazier;43.9;
24496;Saint-Romain-et-Saint-Clément;73.9;
24498;Saint-Saud-Lacoussière;94.2;
24499;Saint-Sauveur;27.7;*
24500;Saint-Sauveur-Lalande;58.4;
24501;Saint-Seurin-de-Prats;53.5;
24502;Saint-Séverin-d'Estissac;6.6;
24504;Saint-Sulpice-de-Roumagnac;75.3;
24505;Saint-Sulpice-d'Excideuil;60.3;
24507;Sainte-Trie;84.3;
24508;Saint-Victor;74.5;
24509;Saint-Vincent-de-Connezac;12;
24510;Saint-Vincent-de-Cosse;11.8;
24511;Saint-Vincent-Jalmoutiers;41.7;
24512;Saint-Vincent-le-Paluel;6.2;
24513;Saint-Vincent-sur-l'Isle;72.4;
24514;Saint-Vivien;60.2;
24515;Salagnac;6.3;
24516;Salignac-Eyvigues;29.3;
24517;Salles-de-Belvès;8.1;
24518;Salon;19.4;
24519;Sarlande;31.1;
24520;Sarlat-la-Canéda;21.2;
24521;Sarliac-sur-l'Isle;45.6;
24522;Sarrazac;62.7;
24523;Saussignac;22.3;
24524;Savignac-de-Miremont;15.1;
24525;Savignac-de-Nontron;41.3;
24526;Savignac-Lédrier;51.9;
24527;Savignac-les-Églises;16.4;*
24528;Sceau-Saint-Angel;71.3;
24529;Segonzac;5.4;
24531;Sergeac;26.4;
24532;Serres-et-Montguyard;46.9;
24533;Servanches;54.2;
24534;Sigoulès-et-Flaugeac;39.9;
24535;Simeyrols;5.2;
24536;Singleyrac;50;
24537;Siorac-de-Ribérac;33.7;
24538;Siorac-en-Périgord;24.6;
24540;Sorges et Ligueux en Périgord;60.3;
24541;Soudat;97;
24542;Soulaures;81.5;
24543;Sourzac;20.8;
24544;Tamniès;39.3;
24545;Teillots;81.4;
24546;Temple-Laguyon;38;*
24547;Terrasson-Lavilledieu;25;
24548;Teyjat;75.2;
24549;Thénac;39.5;
24550;Thenon;57.3;
24551;Thiviers;76.8;
24552;Thonac;44.3;*
24553;Tocane-Saint-Apre;40;
24554;La Tour-Blanche-Cercles;113.6;
24555;Tourtoirac;20.6;
24557;Trélissac;64.4;
24558;Trémolat;31.1;
24559;Tursac;16.8;
24560;Urval;56.7;
24562;Vallereuil;125.3;
24563;Valojoulx;21.3;
24564;Vanxains;108.6;
24565;Varaignes;79.9;
24566;Varennes;8;
24567;Vaunac;48.6;
24568;Vélines;16.3;
24569;Vendoire;111;*
24570;Verdon;18.3;
24571;Vergt;57.7;
24572;Vergt-de-Biron;81.7;
24573;Verteillac;106.8;
24574;Veyrignac;15;
24575;Veyrines-de-Domme;58.7;
24576;Veyrines-de-Vergt;43.2;
24577;Vézac;23.5;
24580;Villac;47.3;
24581;Villamblard;66.4;
24582;Villars;64.6;
24584;Villefranche-de-Lonchat;18.7;
24585;Villefranche-du-Périgord;11.6;
24586;Villetoureix;75.2;
24587;Vitrac;21.1;
25001;Abbans-Dessous;131.6;
25002;Abbans-Dessus;124.2;
25003;Abbenans;103.6;
25004;Abbévillers;N/A - division par 0;
25005;Accolans;67.3;
25006;Adam-lès-Passavant;73.9;
25007;Adam-lès-Vercel;59.7;
25008;Aibre;106.8;
25009;Aïssey;95.3;
25011;Allenjoie;76.8;
25012;Les Alliés;42.7;
25013;Allondans;101.2;
25014;Amagney;1;
25015;Amancey;87.7;
25016;Amathay-Vésigneux;83.3;
25017;Amondans;112.7;
25018;Anteuil;118.6;
25019;Appenans;55.3;
25020;Arbouans;N/A - division par 0;
25021;Arc-et-Senans;102.5;
25022;Arcey;165.4;
25024;Arçon;82.2;
25025;Arc-sous-Cicon;87.4;
25026;Arc-sous-Montenot;60;
25029;Aubonne;70.1;
25030;Audeux;182.2;
25031;Audincourt;N/A - division par 0;
25032;Autechaux;112.5;
25033;Autechaux-Roide;48.3;*
25035;Les Auxons;48.2;
25036;Avanne-Aveney;3;
25038;Avilley;152.3;
25039;Avoudrey;59.2;
25040;Badevel;56.5;
25041;Bannans;115.7;
25042;Le Barboux;108.7;
25043;Bart;11.7;
25044;Bartherans;49.9;
25045;Battenans-les-Mines;N/A - division par 0;
25046;Battenans-Varin;53.7;
25047;Baume-les-Dames;65.3;
25048;Bavans;23.6;
25049;Belfays;N/A - division par 0;
25050;Le Bélieu;85.1;
25051;Belleherbe;69.5;
25052;Belmont;93.9;
25053;Belvoir;117;
25054;Berche;0;
25055;Berthelange;91.2;
25056;Besançon;22;
25057;Bethoncourt;1;
25058;Beure;3.4;
25059;Beutal;124.9;*
25060;Bians-les-Usiers;91.6;
25061;Bief;98;
25062;Le Bizot;103.4;
25063;Blamont;0;
25065;Blarians;48.6;
25066;Blussangeaux;10.7;
25067;Blussans;39.3;
25070;Bolandoz;81;
25071;Bondeval;3;
25072;Bonnal;118.9;
25073;Bonnay;194.2;
25074;Bonnétage;74.2;
25075;Bonnevaux;77.7;*
25077;La Bosse;74.6;
25078;Bouclans;69.7;
25079;Boujailles;92.5;
25082;Bourguignon;66.9;
25083;Bournois;240.1;
25084;Boussières;2.2;
25085;Bouverans;153.2;
25086;Braillans;5;
25087;Branne;34.9;
25088;Breconchaux;113.4;
25089;Bremondans;57.4;
25090;Brères;156.4;
25091;Les Bréseux;56.7;
25092;La Bretenière;277.2;
25093;Bretigney;60.8;
25094;Bretigney-Notre-Dame;6;
25095;Bretonvillers;80;
25096;Brey-et-Maison-du-Bois;111.4;
25097;Brognard;0;
25098;Buffard;105.3;
25099;Bugny;115.6;
25100;Bulle;104.5;
25101;Burgille;95.5;
25102;Burnevillers;97;
25103;Busy;73.5;
25104;By;88.1;
25105;Byans-sur-Doubs;138.3;
25106;Cademène;147.1;
25107;Cendrey;113.3;
25108;Cernay-l'Église;55.6;
25109;Cessey;153.7;
25110;Chaffois;85.5;
25111;Chalèze;245.6;
25112;Chalezeule;49.6;
25113;Chamesey;70.7;
25114;Chamesol;93.2;
25115;Champagney;301.4;*
25116;Champlive;112.6;
25117;Champoux;123.4;
25119;Champvans-les-Moulins;28.3;
25120;Chantrans;126.7;
25121;Chapelle-des-Bois;112.9;
25122;Chapelle-d'Huin;124.5;
25124;Charmauvillers;59.8;
25125;Charmoille;119.6;
25126;Charnay;121.7;
25127;Charquemont;88.4;
25129;Chassagne-Saint-Denis;66.7;
25130;Châteauvieux-les-Fossés;N/A - division par 0;
25131;Châtelblanc;95.4;
25132;Châtillon-Guyotte;80.4;
25133;Châtillon-le-Duc;159.1;
25134;Châtillon-sur-Lison;73.4;
25136;Chaucenne;122.1;
25138;Les Terres-de-Chaux;78.5;
25139;La Chaux;97.7;
25141;Chaux-lès-Passavant;72.9;
25142;Chaux-Neuve;88.9;
25143;Chay;161.5;
25145;Chazot;110.4;*
25147;Chemaudin et Vaux;88.2;
25148;La Chenalotte;107.9;
25149;Chenecey-Buillon;82.4;
25150;Chevigney-sur-l'Ognon;14.3;
25151;Chevigney-lès-Vercel;75.6;
25152;La Chevillotte;8.2;
25153;Chevroz;23.6;
25154;Chouzelot;88.2;
25155;Cléron;122.9;
25156;Pays-de-Clerval;93;
25157;La Cluse-et-Mijoux;108.9;
25159;Colombier-Fontaine;0.6;
25160;Les Combes;68.6;
25161;Consolation-Maisonnettes;74.1;
25162;Corcelles-Ferrières;69.6;
25163;Corcelle-Mieslot;46.4;
25164;Corcondray;67.7;
25166;Côtebrune;86.1;
25170;Courcelles-lès-Montbéliard;N/A - division par 0;
25171;Courcelles;183.1;
25172;Courchapon;85.3;*
25173;Cour-Saint-Maurice;86;
25174;Courtefontaine;95;
25175;Courtetain-et-Salans;103.1;
25176;Courvières;140.1;
25177;Crosey-le-Grand;157.9;
25178;Crosey-le-Petit;106.4;
25179;Le Crouzet;56.3;*
25180;Crouzet-Migette;38.1;
25181;Cubrial;50.8;
25182;Cubry;189.6;
25183;Cusance;112.3;*
25184;Cuse-et-Adrisans;63.4;
25185;Cussey-sur-Lison;120.2;
25186;Cussey-sur-l'Ognon;153.4;
25187;Dambelin;107.9;
25188;Dambenois;N/A - division par 0;
25189;Dammartin-les-Templiers;83.3;
25190;Dampierre-les-Bois;N/A - division par 0;
25191;Dampierre-sur-le-Doubs;141.2;
25192;Dampjoux;N/A - division par 0;
25193;Damprichard;59.3;
25194;Dannemarie;N/A - division par 0;
25195;Dannemarie-sur-Crète;109.1;
25196;Dasle;125.1;*
25197;Deluz;N/A - division par 0;
25198;Désandans;122.3;
25199;Déservillers;145.1;
25200;Devecey;6.2;
25201;Dommartin;87.5;
25202;Dompierre-les-Tilleuls;90.5;
25203;Domprel;108.7;
25204;Doubs;69.4;
25207;Dung;20;
25208;Durnes;71.6;
25209;Échay;53.3;
25210;Échenans;77.1;
25211;Échevannes;101.1;
25212;École-Valentin;N/A - division par 0;
25213;Les Écorces;64.8;
25214;Écot;20.4;
25215;L'Écouvotte;40;
25216;Écurcey;91.6;
25217;Émagny;82.1;
25218;Épenouse;80;
25219;Épenoy;70.3;
25220;Épeugney;178.6;
25221;Esnans;135;
25222;Étalans;84.9;
25223;Éternoz;70.8;
25224;Étouvans;144.6;
25225;Étrabonne;275.8;
25226;Étrappe;166.5;
25227;Étray;80.5;
25228;Étupes;N/A - division par 0;
25229;Évillers;77.2;
25230;Exincourt;N/A - division par 0;
25231;Eysson;157.3;
25232;Faimbe;N/A - division par 0;
25233;Fallerans;79.7;
25234;Ferrières-le-Lac;87.6;
25235;Ferrières-les-Bois;73.6;
25236;Fertans;86.8;
25237;Fesches-le-Châtel;10;
25238;Fessevillers;102.3;
25239;Feule;71.2;*
25240;Les Fins;84.1;
25241;Flagey;61.6;
25242;Flagey-Rigney;0;
25243;Flangebouche;95.2;
25244;Fleurey;104.5;
25245;Fontain;91.9;
25246;Fontaine-lès-Clerval;15.3;
25247;Fontenelle-Montby;190.1;
25248;Les Fontenelles;63.8;
25249;Fontenotte;117.8;
25251;Fourbanne;115.5;
25252;Fourcatier-et-Maison-Neuve;81.9;
25253;Fourg;130.6;
25254;Les Fourgs;82.7;
25255;Fournet-Blancheroche;65.8;
25256;Frambouhans;61.9;
25257;Franey;48.4;
25258;Franois;47.2;
25259;Frasne;138.2;
25261;Froidevaux;54.1;
25262;Fuans;53.9;
25263;Gellin;98.4;
25264;Gémonval;N/A - division par 0;
25265;Geneuille;29.6;
25266;Geney;133.4;
25267;Gennes;115.9;
25268;Germéfontaine;75.5;
25269;Germondans;N/A - division par 0;
25270;Gevresin;107.5;
25271;Gilley;72.4;
25273;Glamondans;97;
25274;Glay;N/A - division par 0;
25275;Glère;84.9;
25276;Gondenans-Montby;109.1;
25277;Gondenans-les-Moulins;103.9;
25278;Gonsans;96.8;
25279;Gouhelans;199.3;
25280;Goumois;57.6;
25281;Goux-lès-Dambelin;117.8;
25282;Goux-les-Usiers;98;
25283;Goux-sous-Landet;130.1;
25284;Grand-Charmont;N/A - division par 0;
25285;Grand'Combe-Châteleu;77.5;
25286;Grand'Combe-des-Bois;74;
25287;Grandfontaine;114.9;
25288;Fournets-Luisans;66.2;
25289;Grandfontaine-sur-Creuse;52.3;*
25290;La Grange;32.2;
25293;Granges-Narboz;112.1;
25295;Les Grangettes;111.3;
25296;Les Gras;66.1;
25297;Le Gratteris;138.5;
25298;Grosbois;80.6;
25299;Guillon-les-Bains;50.2;
25300;Guyans-Durnes;72.2;
25301;Guyans-Vennes;73.4;
25303;Hauterive-la-Fresse;89.5;
25304;Hérimoncourt;28.4;*
25305;L'Hôpital-du-Grosbois;57.3;*
25306;L'Hôpital-Saint-Lieffroy;78.1;
25307;Les Hôpitaux-Neufs;128.6;
25308;Les Hôpitaux-Vieux;122.1;
25309;Houtaud;82.1;
25310;Huanne-Montmartin;28.3;
25311;Hyémondans;176.5;
25312;Hyèvre-Magny;N/A - division par 0;
25313;Hyèvre-Paroisse;84.3;
25314;Indevillers;54.3;
25315;L'Isle-sur-le-Doubs;136.6;
25316;Issans;65.7;
25317;Jallerange;95;
25318;Jougne;132;
25320;Labergement-Sainte-Marie;98.8;
25321;Villers-le-Lac;68.3;
25322;Laire;85.4;
25323;Laissey;N/A - division par 0;
25324;Lanans;80;
25325;Landresse;120.4;
25326;Lantenne-Vertière;154.2;
25327;Lanthenans;41.6;
25328;Larnod;58.7;
25329;Laval-le-Prieuré;73.5;
25330;Lavans-Quingey;256;
25331;Lavans-Vuillafans;106.9;
25332;Lavernay;141.6;
25333;Laviron;79.5;
25334;Levier;106.3;
25335;Liebvillers;N/A - division par 0;
25336;Liesle;98.6;
25338;Lizine;52.9;
25339;Lods;9.7;
25340;Lombard;171.3;
25341;Lomont-sur-Crête;78.4;
25342;Longechaux;69;
25343;Longemaison;94.2;
25344;Longevelle-lès-Russey;109.1;
25345;Longevelle-sur-Doubs;196.3;
25346;Longeville;70.1;
25347;La Longeville;66.7;
25348;Longevilles-Mont-d'Or;67.5;
25349;Loray;72.5;
25350;Lougres;65.1;
25351;Le Luhier;80.8;
